1,EC958_0001,-0.168611772,5.576169921,0.207194889,0.42484202,1,34.78,b0311,-,1,1,20/12/2013 6:23,20/12/2013 6:23
2,EC958_0002,-0.076456599,7.723057433,0.183934118,0.394197099,yeeU,89.26,b2004,CP4-44 prophage; antitoxin of the YeeV-YeeU toxin-antitoxin system,1,1,20/12/2013 6:23,20/12/2013 6:23
3,EC958_0003,0.014748443,7.370645722,0.899467699,0.959418287,yeeV,87.1,b2005,CP4-44 prophage; toxin of the YeeV-YeeU toxin-antitoxin system,1,1,20/12/2013 6:23,20/12/2013 6:23
4,EC958_0004,-0.19640742,7.559386583,0.006152682,0.038817088,4,25.64,b3399,-,1,1,20/12/2013 6:23,20/12/2013 6:23
5,EC958_0005,-0.058078551,7.694221568,0.366525955,0.590632663,5,37.5,b3207,-,1,1,20/12/2013 6:23,20/12/2013 6:23
6,EC958_0006,-0.035844241,6.76943228,0.65168095,0.816549583,6,33.33,b4242,-,1,1,20/12/2013 6:23,20/12/2013 6:23
7,EC958_0007,0.099075694,5.554058788,0.536702237,0.739152436,7,36.84,b1450,-,1,1,20/12/2013 6:23,20/12/2013 6:23
8,EC958_0010,-0.337936776,4.899123069,0.056694725,0.184230025,10,22.12,b1188,-,1,1,20/12/2013 6:23,20/12/2013 6:23
9,EC958_0011,-0.035610176,9.987897515,0.240214074,0.464940262,11,24.09,b4345,-,1,1,20/12/2013 6:23,20/12/2013 6:23
10,EC958_0012,-0.040645292,10.68644502,0.162346065,0.365876092,12,39.57,b4346,-,1,1,20/12/2013 6:23,20/12/2013 6:23
11,EC958_0013,-0.110658982,8.467673714,0.155160082,0.355436536,13,25.56,b2400,-,1,1,20/12/2013 6:23,20/12/2013 6:23
12,EC958_0014,-0.056086726,9.606300424,0.124146869,0.307822838,14,24.56,b0308,-,1,1,20/12/2013 6:23,20/12/2013 6:23
13,EC958_0015,-0.113247163,10.50416724,0.000478337,0.0051452,15,58.49,b2800,-,1,1,20/12/2013 6:23,20/12/2013 6:23
14,EC958_0016,-0.04124948,9.113268243,0.243015606,0.468109,16,37.29,b1453,-,1,1,20/12/2013 6:23,20/12/2013 6:23
15,EC958_0017,-0.181636741,7.595697972,0.007086503,0.042714314,yjhU,99.7,b4295,KpLE2 phage-like element; predicted DNA-binding transcriptional regulator,1,1,20/12/2013 6:23,20/12/2013 6:23
16,EC958_0018,-0.255472835,4.468914708,0.388282447,0.612004558,18,50,b1445,-,1,1,20/12/2013 6:23,20/12/2013 6:23
17,EC958_0019,-0.028581297,10.40875666,0.291459961,0.520404036,yjhF,100,b4296,KpLE2 phage-like element; predicted transporter,1,1,20/12/2013 6:23,20/12/2013 6:23
18,EC958_0020,-0.058361823,10.26685727,0.142594833,0.338469286,yjhG,99.54,b4297,KpLE2 phage-like element; predicted dehydratase,1,1,20/12/2013 6:23,20/12/2013 6:23
19,EC958_0021,-0.106971695,8.852568624,0.022821353,0.098792153,yjhH,100,b4298,KpLE2 phage-like element; predicted lyase/synthase,1,1,20/12/2013 6:23,20/12/2013 6:23
20,EC958_0022,-0.159912923,7.104023409,0.04000258,0.145106366,yjhI,99.24,b4299,KpLE2 phage-like element; predicted DNA-binding transcriptional regulator,1,1,20/12/2013 6:23,20/12/2013 6:23
21,EC958_0023,-0.326888529,3.623992982,0.273366918,0.499631617,23,34.48,b0231,-,1,1,20/12/2013 6:23,20/12/2013 6:23
22,EC958_0024,-0.109990218,8.817155683,0.06144663,0.193629421,sgcR,99.62,b4300,KpLE2 phage-like element; predicted DNA-binding transcriptional regulator,1,1,20/12/2013 6:23,20/12/2013 6:23
23,EC958_0025,-0.143810966,7.498438305,0.031557359,0.124252269,sgcE,99.52,b4301,KpLE2 phage-like element; predicted epimerase,1,1,20/12/2013 6:23,20/12/2013 6:23
24,EC958_0026,-0.004154149,6.869678637,0.936817164,0.980652896,sgcA,98.6,b4302,KpLE2 phage-like element; predicted phosphotransferase enzyme IIA component,1,1,20/12/2013 6:23,20/12/2013 6:23
25,EC958_0027,-0.092496992,7.907371115,0.108640949,0.283353668,sgcQ,100,b4303,KpLE2 phage-like element; predicted nucleoside triphosphatase,1,1,20/12/2013 6:23,20/12/2013 6:23
26,EC958_0028,-0.018457059,8.842607882,0.62887337,0.801011369,sgcC,99.77,b4304,KpLE2 phage-like element; predicted phosphotransferase enzyme IIC component,1,1,20/12/2013 6:23,20/12/2013 6:23
27,EC958_0029,-0.140237037,6.401636332,0.31616549,0.542859101,sgcB,100,b4565,predicted enzyme IIB component of PTS,1,1,20/12/2013 6:23,20/12/2013 6:23
28,EC958_0030,-0.096069241,8.945026113,0.030498,0.12127906,sgcX,99.73,b4305,KpLE2 phage-like element; predicted endoglucanase with Zn-dependent exopeptidase domain,1,1,20/12/2013 6:23,20/12/2013 6:23
29,EC958_0031,0.09692062,6.629267036,0.333894739,0.560518472,31,39.53,b3431,-,1,1,20/12/2013 6:23,20/12/2013 6:23
30,EC958_0032,-0.072587522,7.497461554,0.461932733,0.678496017,yjhP,95.97,b4306,KpLE2 phage-like element; predicted methyltransferase,1,1,20/12/2013 6:23,20/12/2013 6:23
31,EC958_0033,0.008437973,7.613430349,0.771168684,0.891664315,yjhQ,94.77,b4307,KpLE2 phage-like element; predicted acetyltransferase,1,1,20/12/2013 6:23,20/12/2013 6:23
32,EC958_0034,-0.035712808,7.146979171,0.818367385,0.919012567,yjhX,95.29,b4566,conserved protein,1,1,20/12/2013 6:23,20/12/2013 6:23
33,EC958_0035,0.217839516,5.818189559,0.103559393,0.274306972,35,36.36,b1066,-,1,1,20/12/2013 6:23,20/12/2013 6:23
34,EC958_0036,-0.067521007,10.75970692,0.041224252,0.14779271,36,22.86,b2921,-,1,1,20/12/2013 6:23,20/12/2013 6:23
35,EC958_0037,0.001283026,9.755780889,0.85360174,0.937267557,nanS,96.72,b4309,probable 9-O-acetyl N-acetylneuraminic acid esterase,1,1,20/12/2013 6:23,20/12/2013 6:23
36,EC958_0038,-0.044609519,10.1139269,0.291924322,0.520404036,nanM,98.37,b4310,N-acetylneuraminic acid mutarotase,1,1,20/12/2013 6:23,20/12/2013 6:23
37,EC958_0039,-0.123921963,8.497681418,0.018932923,0.085604197,nanC,100,b4311,N-acetylnuraminic acid outer membrane channel protein,1,1,20/12/2013 6:23,20/12/2013 6:23
38,EC958_0040,-0.0346557,6.022979985,0.939270693,0.982032846,fimB,100,b4312,tyrosine recombinase/inversion of on/off regulator of fimA,1,1,20/12/2013 6:23,20/12/2013 6:23
39,EC958_0041,0.064306968,7.963921523,0.265558111,0.490828331,41,23.66,b1106,-,1,1,20/12/2013 6:23,20/12/2013 6:23
40,EC958_0042,-0.007165627,7.167202731,0.944784769,0.984805079,42,24.6,b4204,-,1,1,20/12/2013 6:23,20/12/2013 6:23
41,EC958_0043,-0.087030123,8.052867558,0.178871117,0.388646516,fimB,100,b4312,tyrosine recombinase/inversion of on/off regulator of fimA,1,1,20/12/2013 6:23,20/12/2013 6:23
42,EC958_0044,0.096148485,7.881323514,0.112357364,0.28889057,fimE,99.49,b4313,tyrosine recombinase/inversion of on/off regulator of fimA,1,1,20/12/2013 6:23,20/12/2013 6:23
43,EC958_0045,-0.018141738,8.280364676,0.956400217,0.99158072,fimA,94.51,b4314,major type 1 subunit fimbrin (pilin),1,1,20/12/2013 6:23,20/12/2013 6:23
44,EC958_0046,-0.107074515,8.727677052,0.018808434,0.085362784,fimI,100,b4315,fimbrial protein involved in type 1 pilus biosynthesis,1,1,20/12/2013 6:23,20/12/2013 6:23
45,EC958_0047,-0.108238984,8.823280601,0.057338021,0.185404027,fimC,99.17,b4316,"chaperone, periplasmic",1,1,20/12/2013 6:23,20/12/2013 6:23
46,EC958_0048,-0.054076199,11.31244588,0.107298653,0.280838458,fimD,99.32,b4317,"outer membrane usher protein, type 1 fimbrial synthesis",1,1,20/12/2013 6:23,20/12/2013 6:23
47,EC958_0049,-0.044385134,6.598177615,0.525254075,0.729510725,fimF,98.3,b4318,minor component of type 1 fimbriae,1,1,20/12/2013 6:23,20/12/2013 6:23
48,EC958_0050,-0.069163825,7.236001123,0.29936062,0.528222562,fimG,98.2,b4319,minor component of type 1 fimbriae,1,1,20/12/2013 6:23,20/12/2013 6:23
49,EC958_0051,-0.017906036,9.526508557,0.548621749,0.746613243,fimH,99.33,b4320,minor component of type 1 fimbriae,1,1,20/12/2013 6:23,20/12/2013 6:23
50,EC958_0052,-0.010301766,8.509251861,0.712502097,0.854195567,gntP,100,b4321,fructuronate transporter,1,1,20/12/2013 6:23,20/12/2013 6:23
51,EC958_0053,-0.107961793,8.616232058,0.016308053,0.077835792,uxuA,99.75,b4322,mannonate hydrolase,1,1,20/12/2013 6:23,20/12/2013 6:23
52,EC958_0054,-0.04147242,8.758904055,0.436035731,0.653840063,uxuB,99.59,b4323,"D-mannonate oxidoreductase, NAD-binding",1,1,20/12/2013 6:23,20/12/2013 6:23
53,EC958_0055,-0.035233684,3.766756955,0.842761156,0.931825226,55,31.82,b1497,-,1,1,20/12/2013 6:23,20/12/2013 6:23
54,EC958_0056,-0.127498142,7.308758884,0.073535223,0.218182995,uxuR,99.22,b4324,DNA-binding transcriptional repressor,1,1,20/12/2013 6:23,20/12/2013 6:23
55,EC958_0058,-0.051861341,7.595271663,0.541171707,0.741970641,58,30.77,b2944,-,1,1,20/12/2013 6:23,20/12/2013 6:23
56,EC958_0059,-0.012478025,8.129178426,0.852868771,0.937267557,iraD,98.46,b4326,"RpoS stabilzer after DNA damage, anti-RssB factor",1,1,20/12/2013 6:23,20/12/2013 6:23
57,EC958_0060,-0.10520282,7.903809954,0.066336342,0.202581661,yjiE,99.34,b4327,predicted DNA-binding transcriptional regulator,1,1,20/12/2013 6:23,20/12/2013 6:23
58,EC958_0061,0.010995448,8.109891617,0.701404683,0.847330801,iadA,99.23,b4328,isoaspartyl dipeptidase,1,1,20/12/2013 6:23,20/12/2013 6:23
59,EC958_0062,-0.174032793,7.146253193,0.032281433,0.125651375,yjiG,100,b4329,"inner membrane protein, SpmB family",1,1,20/12/2013 6:23,20/12/2013 6:23
60,EC958_0063,-0.082171827,6.759004747,0.364715611,0.589040338,yjiH,100,b4330,predicted inner membrane protein,1,1,20/12/2013 6:23,20/12/2013 6:23
61,EC958_0064,0.075312967,7.119016946,0.238244883,0.462102511,kptA,99.46,b4331,RNA 2'-phosphotransferase,1,1,20/12/2013 6:23,20/12/2013 6:23
62,EC958_0065,0.001148308,8.145387691,0.969873229,0.997453592,yjiJ,98.47,b4332,predicted inner membrane protein,1,1,20/12/2013 6:23,20/12/2013 6:23
63,EC958_0066,-0.031293901,8.156477083,0.55020353,0.747550458,yjiK,98.46,b4333,conserved protein,1,1,20/12/2013 6:23,20/12/2013 6:23
64,EC958_0067,-0.184428715,6.829289487,0.068690324,0.208109933,67,38.24,b1793,-,1,1,20/12/2013 6:23,20/12/2013 6:23
